Dataset x,Dataset y
1.237578517955E0,1.546738593525E-2
1.241883960309E0,1.554804649734E-2
1.246792657533E0,1.568714769924E-2
1.250079997032E0,1.569072670359E-2
1.253079978414E0,1.574656773313E-2
1.256805048695E0,1.579864295997E-2
1.260092388194E0,1.580222196432E-2
1.262600155943E0,1.580210521536E-2
1.265522771678E0,1.582062938433E-2
1.267606351524E0,1.585785284572E-2
1.270101250943E0,1.593486565129E-2
1.272603207188E0,1.596958160438E-2
1.276355518895E0,1.602538760922E-2
1.279407077375E0,1.610610654580E-2
1.282606258433E0,1.613705799340E-2
1.285114026183E0,1.613694124443E-2
1.287621793932E0,1.613682449547E-2
1.291927236286E0,1.621748505756E-2
1.295126417345E0,1.624843650516E-2
1.297634185094E0,1.624831975619E-2
1.301939627448E0,1.632898031829E-2
1.305131803569E0,1.640191761210E-2
1.308136921906E0,1.642696902108E-2
1.311863860171E0,1.646784802226E-2
1.315151199669E0,1.647142702661E-2
1.319456642024E0,1.655208758871E-2
1.322655823083E0,1.658303903630E-2
1.325983946886E0,1.667618525151E-2
1.329584484939E0,1.680663924679E-2
1.333064382396E0,1.682513747155E-2
1.335147962243E0,1.686236093294E-2
1.337655729992E0,1.686224418398E-2
1.340154157824E0,1.691810856331E-2
1.342661925573E0,1.691799181434E-2
1.346967367927E0,1.699865237644E-2
1.350166548986E0,1.702960382403E-2
1.352674316735E0,1.702948707507E-2
1.355596932470E0,1.704801124404E-2
1.357680512316E0,1.708523470543E-2
1.360188280065E0,1.708511795647E-2
1.362686707897E0,1.714098233580E-2
1.365194475646E0,1.714086558683E-2
1.368117091381E0,1.715938975581E-2
1.370200671228E0,1.719661321720E-2
1.372699099060E0,1.725247759652E-2
1.375206866809E0,1.725236084756E-2
1.377714634558E0,1.725224409860E-2
1.381466946264E0,1.730805010344E-2
1.384341840860E0,1.745603184772E-2
1.388123193872E0,1.749434253384E-2
1.390206773718E0,1.753156599523E-2
1.392714541467E0,1.753144924627E-2
1.395212969299E0,1.758731362560E-2
1.397720737048E0,1.758719687663E-2
1.402021768886E0,1.769429297153E-2
1.407023035066E0,1.777958619738E-2
1.410222216125E0,1.781053764498E-2
1.413144831860E0,1.782906181395E-2
1.415228411706E0,1.786628527534E-2
1.417736179456E0,1.786616852638E-2
1.420234607288E0,1.792203290571E-2
1.423157223022E0,1.794055707468E-2
1.425240802869E0,1.797778053607E-2
1.427729890784E0,1.808962604369E-2
1.430228318616E0,1.814549042302E-2
1.432736086365E0,1.814537367406E-2
1.435243854114E0,1.814525692509E-2
1.438166469849E0,1.816378109406E-2
1.440250049695E0,1.820100455545E-2
1.442748477527E0,1.825686893478E-2
1.445256245276E0,1.825675218582E-2
1.448178861011E0,1.827527635479E-2
1.450262440857E0,1.831249981618E-2
1.452760868689E0,1.836836419551E-2
1.455268636438E0,1.836824744655E-2
1.458191252173E0,1.838677161552E-2
1.460274832020E0,1.842399507691E-2
1.462782599769E0,1.842387832795E-2
1.465290367518E0,1.842376157898E-2
1.467798135267E0,1.842364483002E-2
1.470287223182E0,1.853549033764E-2
1.472785651014E0,1.859135471696E-2
1.475293418763E0,1.859123796800E-2
